"gloss","target_child_sex"
"my baby eats by herself","female"
"Mommy is opening the can of beans to feed her baby bird","female"
"who's my baby bird","female"
"and that's the mommy where's the baby","female"
"yeah the baby in the book is very messy","female"
"what happens when a baby's face is messy","female"
"there's a baby and her little brother nursing","female"
"does somebody clean the baby up","female"
"clean the baby up","female"
"clean the baby up","female"
"that's the daddy that's the baby's daddy","female"
"hi baby","female"
"baby's eating cream+cheese","female"
"baby","female"
"she's drinking nursie milk out of a baby bottle","female"
"that's a nice baby elephant","female"
"is she is a baby elephant or is she a toddler elephant","female"
"that opossum named Emily xxx xxx wasn't really a baby","female"
"baby","female"
"you wanna take the baby book to music class","female"
"I'm making porridge for my little baby bear cub","female"
"you're my little baby bear cub I think that","female"
"the baby bear what","female"
"what was the baby bear doing","female"
"for Naima baby","female"
"the baby bear wants to fix the chair yes","female"
"okay this is the last baby yogurt that we have","female"
"this is the last baby yogurt","female"
"baby yogurt and porridge yum yum yum","female"
"xxx baby bear wants what","female"
"you used to eat that kind when you were a little baby","female"
"xxx wasn't crying xxx was the little baby brother","female"
"he was the baby brother","female"
"the baby brother was crying when his his Mommy and Daddy would put him down","female"
"Naima is looking at the book called Arthur baby+sits","female"
"he is a little baby","female"
"I hear a little lion baby","female"
"do you think Arthur has fun baby+sitting the Tibble Twins","female"
"that baby cat in the stroller","female"
"baby Kate has socks","female"
"hm and here's some baby yogurt that needs to go in the fridge doesn't","female"
"do you wanna eat baby yogurt while you're waiting for macaroni and cheese","female"
"you wanna take a baby yogurt out of the container","female"
"I think the Tibble Twins tied him up when he was baby+sitting for them","female"
"there's a baby wearing a diaper","female"
"you used to eat those when yo were a really little baby","female"
"does this baby fox have a tail","female"
"Koala Mala has her baby there but the baby doesn't have a rain coat","female"
"maybe we should make a rain coat for Koala baby koala Baby Kate Koala","female"
"come here a yostling baby","female"
"you're a mommy yostling baby","female"
"in the sling like I used to take you when you were a baby","female"
"spells baby Bjorn","female"
"oh I know uh xxx and his new baby brother","female"
"his new baby brother's name is xxx","female"
"I don't know if we have baby yogurt but I can check in a minute","female"
"baby yogurt but we do have plain yogurt","female"
"where's the baby lizard","female"
"that does look like it could be a baby lizard","female"
"why is the baby crying","female"
"I will help the baby get out","female"
"oh that baby's really crying there","female"
"I guess I'd better help that baby get get the high+chair off","female"
"the baby","female"
"oh that's the baby oh okay","female"
"yes baby girl","female"
"okay baby","female"
"oh the baby's crying again","female"
"oh what a crying baby I have here","female"
"it's a crying baby","female"
"oh a bottle for the baby bear","female"
"oh you think you called her xxx when you were a baby","female"
"yeah when you were a littler but you weren't really well you were a baby when you started","female"
"the baby bunny's potty book says sit sit sit","female"
"and the baby bear poops in the forest too","female"
"oh you're a baby king+fisher","female"
"xxx that baby bird is drinking juice instead","female"
"what a sweet little king+fisher baby","female"
"oh those were the baby words he used","female"
"you are you're tiny tiny tiny tiny teeny tiny baby","female"
"you're teeny weeny baby oh","female"
"are you a grown up robin or a toddler robin or a baby robin","female"
"I think I just cleaned you up like a baby but I think your hands still have some residue on them","female"
"oh you're still sleeping okay I'll be careful not wake the baby up","female"
"good morning little baby","female"
"the baby began in a cozy place","female"
"little baby I hope you're nice and cozy","female"
"be cozy baby","female"
"oh the alligator baby","female"
"there's baby yogurt","female"
"are you sure you don't want some baby yogurt with grape","female"
"baby yogurt no","female"
"alright do you want baby yogurt because it's way in the back somewhere","female"
"a parent rhinoceros and a baby","female"
"what's under the baby rhino","female"
"you could have a baby yogurt","female"
"this is called Arthur baby+sits","female"
"oh it's a book called Arthur baby+sits","female"
"that's what you used to say when you were a baby","female"
"Arthur can do it said DW he baby+sits me all the time","female"
"he's taking his baby brother for a walk in a stroller","female"
"that's how you know you're a baby in that picture","female"
"Arthur is taking his baby brother for a ride in the stroller","female"
"yeah you're in your baby bunting actually","female"
"babysitting is such a big responsibility said Arthur","female"
"hi little tiny baby that came out of her mama's belly","female"
"she's crying just like a baby","female"
"oh_my_goodness is Arthur gonna baby+sit","female"
"that baby's diaper is leaking","female"
"yeah I think that baby's diaper is leaking","female"
"I think the baby is crying","female"
"that baby's throwing up","female"
"that's what the baby's throwing up","female"
"that's Arthur who's holding the crying baby","female"
"yes Arthur is holding the throwing up baby","female"
"Arthur's holding the baby who is throwing up","female"
"the baby bear is facing away from where the mother bear is","female"
"and the cat is facing the door way where mother bear is and so baby bear does baby bear is like this mother bear was in the door way over there baby bear doesn't see mother bear","female"
"but the cat is looking this way so the cat sees the mother bear and that cat wants to help mother bear surprise baby bear that's why he says don't eat just yet shut your eyes and say one two three","female"
"that's the picture where the baby's diaper is leaking and Arthur's pants are getting wet","female"
"that means the baby's diaper leaked","female"
"the baby's diaper leaked and made Arthur's pants all wet","female"
"I think he probably will get another diaper for that baby","female"
"those green things are the throw up that is coming out of the baby's mouth","female"
"I think he will because he's the one who's taking care of the baby","female"
"oh is that what a baby says","female"
"I used to say googalee when you were a little little baby","female"
"I used to make you giggle a lot when you were a little baby","female"
"mm who is the baby's brother","female"
"he's their baby boy","female"
"Arthur and DW took baby Kate to the street fair","female"
"Arthur lifted the baby from her stroller","female"
"there's no yogurt in our house except for the baby yogurt that's the flavor that you don't like","female"
"big girl swings or or uh baby swings","female"
